Date,open,high,low,close,adjusted close,volume,dividend amount,split coefficient,close_rolling,close_top,close_bottom
2019-03-01,53.44,53.68,52.89,53.3,53.3,18359325.0,0.0,1.0,51.0085,52.650809910493564,49.36619008950643
2019-03-04,53.75,54.1,53.205,53.94,53.94,21706135.0,0.0,1.0,51.26899999999999,52.94375654161562,49.59424345838436
2019-03-05,53.85,53.99,53.11,53.68,53.68,21057745.0,0.0,1.0,51.492,53.17646961822912,49.807530381770874
2019-03-06,53.63,53.65,52.94,52.95,52.95,14740525.0,0.0,1.0,51.638999999999996,53.31559711759772,49.96240288240227
2019-03-07,52.77,52.985,52.36,52.6,52.6,17803407.0,0.0,1.0,51.77399999999999,53.41144795015713,50.13655204984284
2019-03-08,51.97,52.56,51.7,52.48,52.48,16793891.0,0.0,1.0,51.93649999999999,53.46589367070749,50.40710632929249
2019-03-11,52.88,53.65,52.57,53.35,53.35,18962954.0,0.0,1.0,52.16199999999999,53.5353271163205,50.78867288367948
2019-03-12,53.34,53.96,53.175,53.57,53.57,20782077.0,0.0,1.0,52.40199999999999,53.55272791607845,51.25127208392152
2019-03-13,54.0,54.57,53.65,54.37,54.37,25522312.0,0.0,1.0,52.61999999999998,53.70482838807762,51.535171611922344
2019-03-14,54.3,54.45,53.33,53.44,53.44,26647060.0,0.0,1.0,52.76849999999998,53.740991509907545,51.79600849009242
2019-03-15,53.68,54.69,53.68,54.33,54.33,46485239.0,0.0,1.0,52.944499999999984,53.86078813556031,52.028211864439655
2019-03-18,54.42,54.505,53.87,54.1,54.1,16273986.0,0.0,1.0,53.06649999999998,53.965026718110295,52.16797328188966
2019-03-19,54.47,54.645,54.0,54.17,54.17,18274766.0,0.0,1.0,53.20499999999997,54.04468979234512,52.36531020765482
2019-03-20,54.06,54.4,53.61,53.82,53.82,23330717.0,0.0,1.0,53.32649999999997,54.058665317829075,52.59433468217086
2019-03-21,53.92,54.99,53.84,54.865,54.865,11607279.0,0.0,1.0,53.49924999999996,54.15948973915395,52.839010260845974
